target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2326.11	0	0
AT1G18320.1	699	516.113	13.6798	2.28544
AT5G11100.1	1709	1526.11	51	2.8815
AT4G35335.1	1280	1097.11	166	13.0464
AT1G60930.1	3876	3693.11	35	0.817166
AT1G17000.1	2351	2168.11	0	0
AT3G55270.1	3130	2947.11	426	12.4637
AT4G16150.1	3181	2998.11	858	24.676
AT3G18150.1	1370	1187.11	0	0
AT3G52310.1	2443	2260.11	112	4.2729
AT3G08943.1	3165	2982.11	217.83	6.29837
AT4G15950.1	814	631.113	109	14.892
AT5G60900.1	2873	2690.11	5	0.160263
AT5G18710.1	1919	1736.11	2	0.0993314
AT1G64460.1	2240	2057.11	145	6.07777
AT2G31100.1	1247	1064.11	0	0
AT1G60260.1	1634	1451.11	197	11.7058
AT2G06210.1	3579	3396.11	322	8.17539
AT3G57180.1	2232	2049.11	113	4.75496
ATMG01320.1	922	739.113	13.0089	1.51763
AT4G15130.1	1234	1051.11	93	7.62901
AT5G39100.1	808	625.113	4	0.551742
AT4G16110.1	2666	2483.11	240	8.33392
AT5G26800.1	637	454.212	186	35.3093
AT4G16360.1	1685	1502.11	336	19.2873
ATMG00060.1	542	359.291	11	2.63986
AT1G76820.1	3857	3674.11	137.311	3.22245
AT3G05780.1	2775	2592.11	0	0
AT1G24405.1	718	535.113	7	1.12794
AT2G27490.4	843	660.113	109.45	14.2965
AT2G27490.1	1367	1184.11	10.0228	0.729845
AT2G27490.3	1201	1018.11	0	0
AT2G27490.2	1381	1198.11	45.5277	3.27652
AT3G13276.1	269	98.5566	6	5.24928
AT1G71740.1	393	212.059	3	1.21983
AT1G52920.1	1351	1168.11	8	0.590527
AT2G17370.1	2273	2090.11	108	4.45542
AT4G13615.1	813	630.113	900	123.157
AT3G46680.1	1350	1167.11	3	0.221637
AT1G70830.3	996	813.113	0	0
AT1G70830.2	1329	1146.11	0	0
AT1G70830.5	787	604.113	0	0
AT1G70830.4	1393	1210.11	0	0
AT1G70830.1	1331	1148.11	670	50.3182
AT2G34090.3	1458	1275.11	0	0
AT2G34090.2	1616	1433.11	0	0
AT2G34090.1	1700	1517.11	208	11.8217
AT2G34090.4	1521	1338.11	0	0
AT2G34090.5	1425	1242.11	0	0
AT1G65541.1	340	161.468	0.659114	0.351973
AT2G01050.1	1548	1365.11	0	0
AT2G07751.1	357	177.523	9	4.37143
AT4G20565.1	789	606.113	0	0
AT1G61566.1	551	368.291	0	0
AT4G29530.2	1148	965.113	0	0
AT4G29530.1	1144	961.113	37	3.31942
AT5G09225.1	780	597.113	377	54.4402
AT1G21100.1	1545	1362.11	63.698	4.03225
AT1G73150.1	2150	1967.11	50	2.19167
AT1G73150.2	1956	1773.11	0	0
AT3G51750.3	654	471.212	25.9131	4.74174
AT3G51750.1	563	380.291	146.426	33.2
AT3G51750.2	560	377.291	8.66039	1.97923
AT1G07010.1	1622	1439.11	162	9.70632
AT1G07010.2	1556	1373.11	0	0
AT1G07010.3	1542	1359.11	0	0
AT1G32080.1	2009	1826.11	272	12.8433
AT1G16710.5	6346	6163.11	0	0
AT1G16710.7	5822	5639.11	118.129	1.80625
AT1G16710.1	6018	5835.11	109.997	1.62542
AT1G16710.4	6502	6319.11	0	0
AT1G16710.8	6455	6272.11	0	0
AT1G16710.10	6023	5840.11	0	0
AT1G16710.6	6107	5924.11	0.0133833	0.000194794
AT1G16710.3	6619	6436.11	0	0
AT1G16710.9	6549	6366.11	12.8614	0.1742
AT1G16710.2	5783	5600.11	0	0
AT1G07590.1	2407	2224.11	11479.1	445.027
AT5G49170.1	1172	989.113	38	3.31263
AT2G40240.1	1614	1431.11	12	0.723006
AT4G30380.2	537	354.327	1	0.24335
AT4G30380.1	486	303.456	0	0
AT2G20619.1	201	48.2311	0	0
AT3G05830.2	1420	1237.11	0	0
AT3G05830.1	1358	1175.11	101	7.41099
AT3G05830.3	1524	1341.11	0	0
AT5G11430.6	3634	3451.11	0	0
AT5G11430.2	2601	2418.11	18.6686	0.665686
AT5G11430.4	2791	2608.11	0.00768725	0.000254144
AT5G11430.3	3322	3139.11	35.8649	0.985139
AT5G11430.5	2373	2190.11	22.6633	0.892259
AT5G11430.1	3147	2964.11	113.796	3.31028
AT1G20530.1	2269	2086.11	8	0.330664
AT4G23170.1	1824	1641.11	73	3.83547
AT1G44780.2	1644	1461.11	13.2281	0.780637
AT1G44780.1	1647	1464.11	45.7719	2.69562
AT1G60880.1	606	423.212	0	0
