target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2314.1	0	0
AT1G18320.1	699	504.17	13.7044	2.68259
AT5G11100.1	1709	1514.1	45	2.93311
AT4G35335.1	1280	1085.1	129	11.7325
AT1G60930.1	3876	3681.1	39	1.04558
AT1G17000.1	2351	2156.1	0	0
AT3G55270.1	3130	2935.1	354	11.9029
AT4G16150.1	3181	2986.1	854	28.2244
AT3G18150.1	1370	1175.1	0	0
AT3G52310.1	2443	2248.1	99	4.34601
AT3G08943.1	3165	2970.1	204.942	6.80974
AT4G15950.1	814	619.17	82	13.07
AT5G60900.1	2873	2678.1	3	0.110552
AT5G18710.1	1919	1724.1	0	0
AT1G64460.1	2240	2045.1	135	6.51463
AT2G31100.1	1247	1052.1	0	0
AT1G60260.1	1634	1439.1	232	15.9099
AT2G06210.1	3579	3384.1	314	9.15709
AT3G57180.1	2232	2037.1	116	5.61974
ATMG01320.1	922	727.104	10.371	1.40766
AT4G15130.1	1234	1039.1	82	7.78801
AT5G39100.1	808	613.17	1	0.16095
AT4G16110.1	2666	2471.1	268	10.7032
AT5G26800.1	637	442.17	216	48.2099
AT4G16360.1	1685	1490.1	293	19.4054
ATMG00060.1	542	347.429	3	0.85217
AT1G76820.1	3857	3662.1	129.425	3.48785
AT3G05780.1	2775	2580.1	0	0
AT1G24405.1	718	523.17	6	1.13183
AT2G27490.4	843	648.17	86.8782	13.228
AT2G27490.1	1367	1172.1	3.82953	0.322442
AT2G27490.3	1201	1006.1	0	0
AT2G27490.2	1381	1186.1	59.2923	4.93341
AT3G13276.1	269	91.6413	6	6.46147
AT1G71740.1	393	201.199	5	2.45254
AT1G52920.1	1351	1156.1	10	0.85364
AT2G17370.1	2273	2078.1	104	4.93898
AT4G13615.1	813	618.17	778	124.206
AT3G46680.1	1350	1155.1	3	0.256314
AT1G70830.3	996	801.104	0	0
AT1G70830.2	1329	1134.1	0	0
AT1G70830.5	787	592.17	0	0
AT1G70830.4	1393	1198.1	0	0
AT1G70830.1	1331	1136.1	823	71.4913
AT2G34090.3	1458	1263.1	0	0
AT2G34090.2	1616	1421.1	0	0
AT2G34090.1	1700	1505.1	176.198	11.5533
AT2G34090.4	1521	1326.1	0	0
AT2G34090.5	1425	1230.1	11.8021	0.946864
AT1G65541.1	340	151.893	1	0.649732
AT2G01050.1	1548	1353.1	0	0
AT2G07751.1	357	167.569	1	0.58895
AT4G20565.1	789	594.17	0	0
AT1G61566.1	551	356.359	0	0
AT4G29530.2	1148	953.104	0	0
AT4G29530.1	1144	949.104	58	6.03095
AT5G09225.1	780	585.17	373	62.9069
AT1G21100.1	1545	1350.1	68.6951	5.02146
AT1G73150.1	2150	1955.1	51	2.57438
AT1G73150.2	1956	1761.1	0	0
AT3G51750.3	654	459.17	29.2169	6.27961
AT3G51750.1	563	368.323	103.552	27.7461
AT3G51750.2	560	365.323	3.23101	0.872838
AT1G07010.1	1622	1427.1	86.4912	5.98119
AT1G07010.2	1556	1361.1	83.5088	6.05498
AT1G07010.3	1542	1347.1	0	0
AT1G32080.1	2009	1814.1	222	12.0771
AT1G16710.5	6346	6151.1	0	0
AT1G16710.7	5822	5627.1	167.581	2.93907
AT1G16710.1	6018	5823.1	59.4194	1.00704
AT1G16710.4	6502	6307.1	0	0
AT1G16710.8	6455	6260.1	0	0
AT1G16710.10	6023	5828.1	0	0
AT1G16710.6	6107	5912.1	3.42173e-06	5.71183e-08
AT1G16710.3	6619	6424.1	0	0
AT1G16710.9	6549	6354.1	0	0
AT1G16710.2	5783	5588.1	0	0
AT1G07590.1	2407	2212.1	9078.14	405.008
AT5G49170.1	1172	977.104	43	4.34309
AT2G40240.1	1614	1419.1	14	0.973611
AT4G30380.2	537	342.429	0	0
AT4G30380.1	486	291.803	0	0
AT2G20619.1	201	44.6738	0	0
AT3G05830.2	1420	1225.1	0	0
AT3G05830.1	1358	1163.1	101	8.56987
AT3G05830.3	1524	1329.1	0	0
AT5G11430.6	3634	3439.1	0	0
AT5G11430.2	2601	2406.1	13.8036	0.566175
AT5G11430.4	2791	2596.1	0.00120755	4.59044e-05
AT5G11430.3	3322	3127.1	13.1371	0.414599
AT5G11430.5	2373	2178.1	18.0621	0.818394
AT5G11430.1	3147	2952.1	145.996	4.88068
AT1G20530.1	2269	2074.1	15	0.713727
AT4G23170.1	1824	1629.1	72	4.36169
AT1G44780.2	1644	1449.1	0	0
AT1G44780.1	1647	1452.1	48	3.26223
AT1G60880.1	606	411.17	0	0
AT1G06160.1	1086	891.104	13	1.43975
AT3G07260.1	1204	1009.1	3.25111	0.317957
AT1G21090.1	1404	1209.1	126	10.2844
AT1G21090.2	1416	1221.1	0	0
AT1G76730.1	1500	1305.1	587	44.3879
AT1G03970.1	1190	995.104	281	27.8682
AT5G19160.1	2182	1987.1	12	0.595981
AT5G19160.2	2242	2047.1	0	0
AT3G49744.1	174	29.7311	0	0
AT5G28820.1	519	324.497	0	0
AT4G12530.1	730	535.17	0	0
AT4G20050.1	1924	1729.1	0	0
AT4G20050.5	1742	1547.1	0	0
AT4G20050.3	1800	1605.1	0	0
AT4G20050.2	1873	1678.1	7	0.411671
AT4G20050.6	1732	1537.1	0	0
AT4G20050.7	1707	1512.1	0	0
AT4G20050.4	1981	1786.1	0	0
AT5G53810.1	1574	1379.1	11	0.787168
AT2G28690.1	1117	922.104	2	0.214053
AT5G01530.1	1396	1201.1	47393	3894.08
AT3G62800.3	1283	1088.1	22.1087	2.00523
AT3G62800.1	1368	1173.1	46.7068	3.9293
AT3G62800.2	1297	1102.1	153.185	13.7172
ATCG00900.1	468	274.057	728	262.157
AT3G11385.1	2459	2264.1	0	0
AT5G07010.1	1779	1584.1	650	40.495
AT3G63040.1	654	459.17	2	0.429861
AT2G26570.2	2921	2726.1	69.8259	2.52782
AT2G26570.1	2941	2746.1	504.174	18.119
AT3G05560.2	756	561.17	0.000267939	4.71208e-05
AT3G05560.3	841	646.17	0	0
AT3G05560.1	840	645.17	766	117.173
AT5G12080.3	2694	2499.1	109	4.30441
AT5G12080.2	2805	2610.1	0	0
AT5G12080.1	2754	2559.1	0	0
AT1G50870.1	1191	996.104	0	0
AT2G20610.2	1748	1553.1	44.9409	2.8557
AT2G20610.1	1794	1599.1	568.059	35.0581
AT5G02940.2	2792	2597.1	71.1409	2.70335
AT5G02940.1	2920	2725.1	735.859	26.6491
AT1G68430.1	945	750.104	16	2.10509
AT1G66550.2	856	661.104	0	0
AT1G66550.1	765	570.17	0	0
AT1G09380.1	1641	1446.1	13	0.887188
AT3G48840.1	757	562.17	0	0
AT3G48840.2	667	472.17	0	0
AT5G61800.1	1629	1434.1	9	0.619346
AT5G01445.1	589	394.21	8	2.00278
AT4G35500.1	1975	1780.1	31.6932	1.75709
AT4G35500.2	1638	1443.1	56.3068	3.85065
AT1G80310.1	1937	1742.1	645.077	36.5434
AT2G39400.2	1307	1112.1	24.162	2.14417
AT2G39400.1	1394	1199.1	353.838	29.1219
AT4G04990.1	1217	1022.1	17	1.64144
AT3G60530.1	1465	1270.1	1376	106.918
AT2G46180.1	2540	2345.1	228	9.59499
AT2G22270.1	1398	1203.1	26.855	2.20289
AT2G22270.2	1174	979.104	100.145	10.0942
AT2G43660.1	471	276.947	0	0
AT2G43660.2	597	402.21	5	1.22684
AT1G03910.2	2466	2271.1	0.00248248	0.000107875
AT1G03910.1	2565	2370.1	492.998	20.5281
AT1G77590.1	2692	2497.1	424.531	16.7782
AT1G77590.2	2669	2474.1	0.468911	0.0187044
AT1G79020.1	2134	1939.1	180	9.161
AT5G24420.1	1321	1126.1	41	3.59316
AT5G39490.1	1701	1506.1	0	0
AT3G26922.2	1894	1699.1	0	0
AT3G26922.1	1793	1598.1	29	1.79087
AT3G26922.4	1661	1466.1	0	0
AT3G26922.5	1642	1447.1	0	0
AT3G26922.3	1711	1516.1	0	0
AT3G50450.1	926	731.104	3	0.404961
AT3G17160.1	882	687.104	466	66.9322
AT1G34315.1	819	624.17	27	4.26906
AT5G08580.2	1818	1623.1	21.9918	1.33717
AT5G08580.1	1736	1541.1	205.008	13.1284
AT2G28360.1	3032	2837.1	273	9.4964
AT4G25000.1	1606	1411.1	133	9.30174
AT5G27410.4	1734	1539.1	240.545	15.4241
AT5G27410.1	2156	1961.1	94.0367	4.73226
AT5G27410.3	2229	2034.1	16.4187	0.796594
AT5G27410.2	3153	2958.1	0	0
AT5G65200.1	1982	1787.1	66	3.64473
AT5G23535.1	1015	820.104	124.168	14.9421
AT5G23535.2	830	635.17	14.832	2.30453
AT1G05230.1	3520	3325.1	0	0
AT1G05230.5	3644	3449.1	0	0
AT1G05230.12	2134	1939.1	0	0
AT1G05230.6	3553	3358.1	0	0
AT1G05230.2	2983	2788.1	77.5751	2.7459
AT1G05230.11	2424	2229.1	14.807	0.655553
AT1G05230.3	2678	2483.1	63.6171	2.52843
AT1G05230.7	3526	3331.1	0	0
AT1G05230.10	2557	2362.1	0	0
AT1G05230.9	3140	2945.1	0	0
AT1G05230.4	2974	2779.1	0.000759946	2.69867e-05
AT1G05230.8	3231	3036.1	0	0
AT1G79830.1	3669	3474.1	0.00243095	6.90565e-05
AT1G79830.3	3588	3393.1	282.666	8.22144
AT1G79830.2	3278	3083.1	883.245	28.2725
AT1G79830.4	3547	3352.1	47.0264	1.38451
AT1G79830.5	3718	3523.1	15.0605	0.421875
AT5G09480.1	840	645.17	424	64.858
AT5G56480.1	409	216.653	0	0
AT5G60820.1	1648	1453.1	70	4.75415
AT5G55820.7	5630	5435.1	0.882673	0.0160274
AT5G55820.5	5831	5636.1	0	0
AT5G55820.8	5630	5435.1	0	0
AT5G55820.10	5271	5076.1	0	0
AT5G55820.4	5292	5097.1	0	0
AT5G55820.9	5896	5701.1	0	0
AT5G55820.2	5622	5427.1	6.26611	0.113947
AT5G55820.11	5449	5254.1	0	0
AT5G55820.3	5610	5415.1	50.7412	0.924753
AT5G55820.6	5642	5447.1	0.109982	0.00199263
AT5G55820.1	5481	5286.1	0	0
AT5G44950.1	1317	1122.1	0	0
AT4G31140.1	2171	1976.1	185	9.23918
AT4G35910.1	2164	1969.1	62	3.10738
AT3G56220.2	541	346.429	0	0
AT3G56220.1	905	710.104	10	1.38979
AT2G19970.1	926	731.104	14	1.88982
AT5G54520.1	1864	1669.1	87	5.14408
AT2G04032.1	1403	1208.1	2	0.163379
AT5G03455.1	704	509.17	596.508	115.618
AT5G03455.2	1006	811.104	1.49238	0.181582
AT1G48140.2	563	368.323	0	0
AT1G48140.1	743	548.17	136	24.4847
AT4G15050.1	1191	996.104	0	0
ATCG00420.1	477	282.947	254	88.5932
AT5G30360.1	420	227.138	0	0
AT2G32600.1	1301	1106.1	318	28.3728
AT2G41010.1	1250	1055.1	68	6.36041
AT5G07170.2	1274	1079.1	0	0
AT5G07170.1	1612	1417.1	0	0
AT5G32670.1	700	505.17	0	0
AT1G60250.1	756	561.17	0	0
AT4G09012.1	1175	980.104	22	2.21525
AT3G26355.1	64	14.3333	0	0
AT5G02710.1	1195	1000.1	271.655	26.8068
AT5G02710.2	1778	1583.1	45.6207	2.84396
AT5G02710.3	1348	1153.1	9.0479	0.774374
AT4G10110.1	836	641.17	204.486	31.4747
AT5G13900.1	754	559.17	45	7.94219
AT5G16380.1	1108	913.104	81	8.7546
AT5G40630.1	937	742.104	6	0.797918
AT1G55670.1	780	585.17	18916.2	3190.24
AT5G66940.1	897	702.104	2	0.281125
AT3G06520.1	1598	1403.1	5	0.351683
AT3G06520.2	1668	1473.1	0	0
AT3G52870.1	1811	1616.1	463	28.2737
AT3G02900.2	759	564.17	0	0
AT3G02900.1	852	657.17	372	55.8646
AT1G31520.1	399	206.951	0	0
AT5G57660.1	1564	1369.1	3074	221.584
AT3G09110.1	1666	1471.1	0	0
AT4G23690.1	1139	944.104	257	26.8649
AT1G05035.1	363	173.081	11	6.27212
AT5G45700.1	1180	985.104	26	2.60473
AT5G40410.1	1981	1786.1	3	0.165762
AT3G06580.1	2012	1817.1	629	34.1619
AT3G14920.1	2536	2341.1	377	15.8925
AT1G77610.1	1617	1422.1	318	22.0682
AT1G19170.1	1827	1632.1	105	6.34911
AT2G20740.1	1179	984.104	266.192	26.6947
AT2G20740.2	935	740.104	84.7379	11.2994
AT2G20740.3	815	620.17	69.0701	10.9913
AT3G26940.1	1793	1598.1	1	0.0617542
AT4G27150.1	735	540.17	0	0
AT2G26000.1	1672	1477.1	0	0
AT2G26000.2	1892	1697.1	96	5.58257
AT2G26000.3	2370	2175.1	0	0
AT5G38743.1	183	34.2984	1	2.87738
AT4G15210.4	2461	2266.1	0	0
AT4G15210.1	2066	1871.1	21	1.10763
AT4G15210.3	2291	2096.1	0	0
AT4G15210.2	1890	1695.1	0	0
AT1G29070.1	819	624.17	2386	377.259
AT4G27570.1	1655	1460.1	0	0
AT5G65560.3	3618	3423.1	0	0
AT5G65560.2	3697	3502.1	16.5498	0.466375
AT5G65560.1	3623	3428.1	24.4502	0.703882
AT1G04170.1	1860	1665.1	619	36.6877
AT1G04170.2	2026	1831.1	0	0
ATCG00905.1	258	83.4179	1001	1184.26
AT1G29250.1	795	600.17	165	27.132
AT3G51050.1	2543	2348.1	554	23.2843
AT5G23060.2	1608	1413.1	139.951	9.77399
AT5G23060.1	1529	1334.1	2429.05	179.688
AT4G14770.2	3098	2903.1	0	0
AT4G14770.1	3064	2869.1	214.673	7.38419
AT4G14770.3	3072	2877.1	8.14344e-07	2.79334e-08
AT3G44140.1	216	54.1993	0	0
AT1G14630.2	1186	991.104	0	0
AT1G14630.1	1020	825.104	26	3.10983
AT3G21480.1	3503	3308.1	56	1.67063
AT3G58760.4	1979	1784.1	0	0
AT3G58760.5	1946	1751.1	3.98911	0.22482
AT3G58760.2	2050	1855.1	0	0
AT3G58760.6	1827	1632.1	11.5354	0.69752
AT3G58760.3	2017	1822.1	0	0
AT3G58760.1	1839	1644.1	223.475	13.4144
AT2G03390.1	1459	1264.1	107.997	8.4314
AT2G03390.6	1475	1280.1	13.726	1.05821
AT2G03390.3	1546	1351.1	35.053	2.5604
AT2G03390.2	1210	1015.1	447.898	43.5452
AT2G03390.7	1166	971.104	0	0
AT2G03390.4	1497	1302.1	0	0
AT2G03390.5	1476	1281.1	17.3262	1.33472
AT2G23093.2	1653	1458.1	24	1.62441
AT2G23093.1	1834	1639.1	0	0
AT1G62600.1	1548	1353.1	210.955	15.3861
AT1G62600.2	1253	1058.1	8.04535	0.750392
AT3G54925.1	546	351.394	0	0
AT4G29550.3	1296	1101.1	0	0
AT4G29550.1	1236	1041.1	3	0.28438
AT4G29550.2	1382	1187.1	0	0
AT5G02280.1	661	466.17	80	16.9363
AT2G36080.2	1783	1588.1	0	0
AT2G36080.4	1695	1500.1	10.5357	0.693125
AT2G36080.1	1311	1116.1	293.816	25.9802
AT2G36080.3	2143	1948.1	34.6485	1.75527
AT5G40830.2	1808	1613.1	0	0
AT5G40830.3	1497	1302.1	29.0132	2.19898
AT5G40830.1	1706	1511.1	21.9868	1.43595
AT3G58110.1	2818	2623.1	311.345	11.7138
AT3G58110.2	2618	2423.1	195.69	7.97019
AT2G46900.1	2280	2085.1	476	22.5295
AT3G13440.2	1065	870.104	12.387	1.40496
AT3G13440.1	2047	1852.1	224.44	11.9593
AT3G13440.3	969	774.104	38.1728	4.86661
AT5G08370.1	1572	1377.1	60.9338	4.3668
AT5G08370.2	1459	1264.1	99.0662	7.73418
AT5G02720.1	729	534.17	12.6759	2.34192
AT5G02720.2	987	792.104	0	0
AT3G44750.2	1057	862.104	135.783	15.5439
AT3G44750.1	1418	1223.1	84.0131	6.77884
AT4G13020.7	2169	1974.1	18.0033	0.900024
AT4G13020.8	1927	1732.1	0	0
AT4G13020.1	2261	2066.1	0	0
AT4G13020.2	1864	1669.1	364.274	21.5385
AT4G13020.4	2094	1899.1	4.32176	0.224587
AT4G13020.6	2169	1974.1	23.5371	1.17667
AT4G13020.5	1887	1692.1	58.8638	3.43315
AT4G13020.3	1867	1672.1	0	0
AT1G23530.1	1139	944.104	63	6.58555
AT4G28710.1	5230	5035.1	286	5.60569
AT1G30795.1	713	518.17	0	0
AT3G30841.2	1817	1622.1	0	0
AT3G30841.1	1760	1565.1	89	5.61201
AT2G03667.2	2158	1963.1	6.84524	0.344126
AT2G03667.1	2081	1886.1	48.1548	2.51968
AT1G34770.3	1075	880.104	0	0
AT1G34770.6	687	492.17	0	0
AT1G34770.2	1103	908.104	2.36088	0.256572
AT1G34770.4	940	745.104	17.0964	2.26443
AT1G34770.5	744	549.17	3.2008	0.575206
AT1G34770.1	1029	834.104	2.34194	0.277094
AT3G43240.1	2952	2757.1	272	9.73615
AT1G79620.2	3366	3171.1	0	0
AT1G79620.3	3364	3169.1	12.8656	0.400651
AT1G79620.5	3284	3089.1	0.000482834	1.54254e-05
AT1G79620.4	3380	3185.1	30.6995	0.951217
AT1G79620.1	3305	3110.1	36.4343	1.15613
AT2G24820.1	1825	1630.1	534	32.3294
AT4G33620.1	2526	2331.1	56	2.37082
AT5G49310.1	1786	1591.1	2	0.124052
AT1G29810.1	948	753.104	96	12.5802
AT1G29810.2	590	395.21	0	0
AT4G28930.1	528	333.497	4	1.1837
AT1G17470.2	1522	1327.1	105.475	7.84362
AT1G17470.1	1602	1407.1	729.525	51.1665
AT1G34380.1	1380	1185.1	0	0
AT1G34380.3	1048	853.104	4.74655	0.549095
AT1G34380.2	1277	1082.1	47.2534	4.30959
AT5G36240.1	765	570.17	0	0
AT2G20120.1	1259	1064.1	0	0
AT2G20120.2	1203	1008.1	628.736	61.5509
AT5G47670.3	1182	987.104	0	0
AT5G47670.1	1053	858.104	1	0.115009
