target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2317.18	0	0
AT1G18320.1	699	507.181	8.27027	2.47715
AT5G11100.1	1709	1517.18	31	3.10399
AT4G35335.1	1280	1088.18	80	11.1682
AT1G60930.1	3876	3684.18	16	0.659743
AT1G17000.1	2351	2159.18	0	0
AT3G55270.1	3130	2938.18	246	12.719
AT4G16150.1	3181	2989.18	393	19.9727
AT3G18150.1	1370	1178.18	0	0
AT3G52310.1	2443	2251.18	8	0.539852
AT3G08943.1	3165	2973.18	176.723	9.02956
AT4G15950.1	814	622.181	65	15.8706
AT5G60900.1	2873	2681.18	1	0.0566591
AT5G18710.1	1919	1727.18	1	0.0879544
AT1G64460.1	2240	2048.18	70	5.19189
AT2G31100.1	1247	1055.18	0	0
AT1G60260.1	1634	1442.18	47	4.95078
AT2G06210.1	3579	3387.18	208	9.32869
AT3G57180.1	2232	2040.18	84	6.25469
ATMG01320.1	922	730.181	20.0906	4.17983
AT4G15130.1	1234	1042.18	56	8.16282
AT5G39100.1	808	616.181	0	0
AT4G16110.1	2666	2474.18	115	7.06093
AT5G26800.1	637	445.23	149	50.839
AT4G16360.1	1685	1493.18	181	18.4146
ATMG00060.1	542	350.388	22	9.53827
AT1G76820.1	3857	3665.18	48.793	2.02236
AT3G05780.1	2775	2583.18	0	0
AT1G24405.1	718	526.181	7	2.02096
AT2G27490.4	843	651.181	55.0767	12.8488
AT2G27490.1	1367	1175.18	3.48126	0.450015
AT2G27490.3	1201	1009.18	0	0
AT2G27490.2	1381	1189.18	30.4421	3.88886
AT3G13276.1	269	93.374	3	4.8808
AT1G71740.1	393	204.459	16	11.888
AT1G52920.1	1351	1159.18	5	0.655261
AT2G17370.1	2273	2081.18	48	3.5037
AT4G13615.1	813	621.181	397	97.0885
AT3G46680.1	1350	1158.18	2	0.262331
AT1G70830.3	996	804.181	0	0
AT1G70830.2	1329	1137.18	0	0
AT1G70830.5	787	595.181	0	0
AT1G70830.4	1393	1201.18	0	0
AT1G70830.1	1331	1139.18	222	29.6044
AT2G34090.3	1458	1266.18	5.71667	0.685871
AT2G34090.2	1616	1424.18	0	0
AT2G34090.1	1700	1508.18	55.5387	5.59419
AT2G34090.4	1521	1329.18	4.74467	0.542273
AT2G34090.5	1425	1233.18	0	0
AT1G65541.1	340	154.742	0	0
AT2G01050.1	1548	1356.18	0	0
AT2G07751.1	357	170.388	0	0
AT4G20565.1	789	597.181	0	0
