target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2319.02	0	0
AT1G18320.1	699	509.021	11.662	4.05015
AT5G11100.1	1709	1519.02	32	3.72409
AT4G35335.1	1280	1090.02	105	17.029
AT1G60930.1	3876	3686.02	24	1.15103
AT1G17000.1	2351	2161.02	0	0
AT3G55270.1	3130	2940.02	271	16.2949
AT4G16150.1	3181	2991.02	480	28.3698
AT3G18150.1	1370	1180.02	0	0
AT3G52310.1	2443	2253.02	14	1.09849
AT3G08943.1	3165	2975.02	162.497	9.65582
AT4G15950.1	814	624.021	68	19.2639
AT5G60900.1	2873	2683.02	0	0
AT5G18710.1	1919	1729.02	3	0.306729
AT1G64460.1	2240	2050.02	85	7.32984
AT2G31100.1	1247	1057.02	0	0
AT1G60260.1	1634	1444.02	81	9.9162
AT2G06210.1	3579	3389.02	221	11.5279
AT3G57180.1	2232	2042.02	87	7.5317
ATMG01320.1	922	732.021	10.3746	2.50543
AT4G15130.1	1234	1044.02	48	8.12766
AT5G39100.1	808	618.021	1	0.286042
AT4G16110.1	2666	2476.02	97	6.9255
AT5G26800.1	637	447.021	138	54.5739
AT4G16360.1	1685	1495.02	202	23.8857
ATMG00060.1	542	352.207	5	2.50961
AT1G76820.1	3857	3667.02	73.7753	3.55657
AT3G05780.1	2775	2585.02	0	0
AT1G24405.1	718	528.021	6	2.00879
AT2G27490.4	843	653.021	45.4067	12.2921
AT2G27490.1	1367	1177.02	0	0
AT2G27490.3	1201	1011.02	0	0
AT2G27490.2	1381	1191.02	24.5933	3.65032
AT3G13276.1	269	94.9279	2	3.72452
AT1G71740.1	393	205.77	8	6.87294
AT1G52920.1	1351	1161.02	2	0.304526
AT2G17370.1	2273	2083.02	70	5.94071
AT4G13615.1	813	623.021	392	111.229
AT3G46680.1	1350	1160.02	1	0.152394
AT1G70830.3	996	806.021	0	0
AT1G70830.2	1329	1139.02	5.24367	0.813836
AT1G70830.5	787	597.021	0	0
AT1G70830.4	1393	1203.02	0	0
AT1G70830.1	1331	1141.02	374.756	58.0616
AT2G34090.3	1458	1268.02	0	0
AT2G34090.2	1616	1426.02	9.9472e-06	1.23313e-06
AT2G34090.1	1700	1510.02	77.7109	9.09773
AT2G34090.4	1521	1331.02	3.66135	0.486284
AT2G34090.5	1425	1235.02	2.62769	0.376127
AT1G65541.1	340	156.229	0	0
AT2G01050.1	1548	1358.02	0	0
AT2G07751.1	357	171.781	1	1.0291
AT4G20565.1	789	599.021	0	0
AT1G61566.1	551	361.172	0	0
AT4G29530.2	1148	958.021	0	0
AT4G29530.1	1144	954.021	28	5.1884
AT5G09225.1	780	590.021	207	62.0207
AT1G21100.1	1545	1355.02	155.205	20.2485
AT1G73150.1	2150	1960.02	28.9263	2.60895
AT1G73150.2	1956	1766.02	5.07371	0.507882
AT3G51750.3	654	464.021	0	0
AT3G51750.1	563	373.099	4	1.89526
AT3G51750.2	560	370.099	0	0
AT1G07010.1	1622	1432.02	98.9536	12.2156
AT1G07010.2	1556	1366.02	0.0464055	0.00600546
AT1G07010.3	1542	1352.02	2.30763e-07	3.01728e-08
AT1G32080.1	2009	1819.02	277	26.9201
AT1G16710.5	6346	6156.02	0	0
AT1G16710.7	5822	5632.02	0.0949534	0.00298044
AT1G16710.1	6018	5828.02	123.519	3.74669
AT1G16710.4	6502	6312.02	0	0
AT1G16710.8	6455	6265.02	0	0
AT1G16710.10	6023	5833.02	0	0
AT1G16710.6	6107	5917.02	1.18938e-05	3.55346e-07
AT1G16710.3	6619	6429.02	0	0
AT1G16710.9	6549	6359.02	7.38566	0.205321
AT1G16710.2	5783	5593.02	0	0
AT1G07590.1	2407	2217.02	4354.11	347.187
AT5G49170.1	1172	982.021	49	8.82082
AT2G40240.1	1614	1424.02	14	1.73798
AT4G30380.2	537	347.243	0	0
AT4G30380.1	486	296.494	0	0
AT2G20619.1	201	45.4476	0	0
AT3G05830.2	1420	1230.02	0	0
AT3G05830.1	1358	1168.02	48	7.26481
AT3G05830.3	1524	1334.02	0	0
AT5G11430.6	3634	3444.02	1.43432	0.0736233
AT5G11430.2	2601	2411.02	3.62584	0.265853
AT5G11430.4	2791	2601.02	0	0
AT5G11430.3	3322	3132.02	0	0
AT5G11430.5	2373	2183.02	14.9375	1.20963
AT5G11430.1	3147	2957.02	82.0023	4.90236
AT1G20530.1	2269	2079.02	9	0.765275
AT4G23170.1	1824	1634.02	41	4.43568
AT1G44780.2	1644	1454.02	15.0708	1.83231
AT1G44780.1	1647	1457.02	19.9292	2.41801
AT1G60880.1	606	416.021	0	0
AT1G06160.1	1086	896.021	47	9.27285
AT3G07260.1	1204	1014.02	2.24711	0.391752
AT1G21090.1	1404	1214.02	95.5435	13.9126
AT1G21090.2	1416	1226.02	6.45646	0.930959
AT1G76730.1	1500	1310.02	291	39.2689
AT1G03970.1	1190	1000.02	164	28.9914
AT5G19160.1	2182	1992.02	18.5606	1.64715
AT5G19160.2	2242	2052.02	3.43938	0.2963
AT3G49744.1	174	29.4608	0	0
AT5G28820.1	519	329.276	0	0
AT4G12530.1	730	540.021	0	0
AT4G20050.1	1924	1734.02	0	0
AT4G20050.5	1742	1552.02	0	0
AT4G20050.3	1800	1610.02	9	0.9882
AT4G20050.2	1873	1683.02	0	0
AT4G20050.6	1732	1542.02	0	0
AT4G20050.7	1707	1517.02	0	0
AT4G20050.4	1981	1791.02	0	0
AT5G53810.1	1574	1384.02	5	0.638647
AT2G28690.1	1117	927.021	26	4.95813
AT5G01530.1	1396	1206.02	20288	2973.84
AT3G62800.3	1283	1093.02	4.30378	0.696074
AT3G62800.1	1368	1178.02	45.1371	6.77352
AT3G62800.2	1297	1107.02	55.5591	8.87224
ATCG00900.1	468	278.782	397	251.744
AT3G11385.1	2459	2269.02	8	0.623283
AT5G07010.1	1779	1589.02	285	31.7066
AT3G63040.1	654	464.021	0	0
AT2G26570.2	2921	2731.02	0.0382193	0.00247395
AT2G26570.1	2941	2751.02	275.962	17.7333
AT3G05560.2	756	566.021	0	0
AT3G05560.3	841	651.021	15.2863	4.1509
AT3G05560.1	840	650.021	630.714	171.529
AT5G12080.3	2694	2504.02	72	5.0831
AT5G12080.2	2805	2615.02	0	0
AT5G12080.1	2754	2564.02	0	0
AT1G50870.1	1191	1001.02	0	0
AT2G20610.2	1748	1558.02	33.9416	3.85117
AT2G20610.1	1794	1604.02	323.058	35.6045
AT5G02940.2	2792	2602.02	31.8121	2.1613
AT5G02940.1	2920	2730.02	132.188	8.55972
AT1G68430.1	945	755.021	9	2.10726
AT1G66550.2	856	666.021	0	0
AT1G66550.1	765	575.021	0	0
AT1G09380.1	1641	1451.02	4	0.487327
AT3G48840.1	757	567.021	0	0
AT3G48840.2	667	477.021	0	0
AT5G61800.1	1629	1439.02	8	0.982781
AT5G01445.1	589	399.062	16	7.08784
AT4G35500.1	1975	1785.02	10.5936	1.04914
AT4G35500.2	1638	1448.02	40.4064	4.93298
AT1G80310.1	1937	1747.02	234.357	23.7144
AT2G39400.2	1307	1117.02	38.6593	6.11824
AT2G39400.1	1394	1204.02	254.341	37.3436
AT4G04990.1	1217	1027.02	35	6.02452
AT3G60530.1	1465	1275.02	829	114.94
AT2G46180.1	2540	2350.02	115	8.65087
AT2G22270.1	1398	1208.02	37.7507	5.52438
AT2G22270.2	1174	984.021	58.2493	10.4645
AT2G43660.1	471	281.754	0	0
AT2G43660.2	597	407.021	1	0.434327
AT1G03910.2	2466	2276.02	18.0544	1.4023
AT1G03910.1	2565	2375.02	262.946	19.5719
AT1G77590.1	2692	2502.02	236	16.6746
AT1G77590.2	2669	2479.02	0.000196164	1.39886e-05
AT1G79020.1	2134	1944.02	118	10.7304
AT5G24420.1	1321	1131.02	17	2.65713
AT5G39490.1	1701	1511.02	0	0
AT3G26922.2	1894	1704.02	7.36688	0.764262
AT3G26922.1	1793	1603.02	3.6858	0.406468
AT3G26922.4	1661	1471.02	0	0
AT3G26922.5	1642	1452.02	18.9473	2.30679
AT3G26922.3	1711	1521.02	0	0
AT3G50450.1	926	736.021	3	0.720551
AT3G17160.1	882	692.021	270	68.9729
AT1G34315.1	819	629.021	30	8.43121
AT5G08580.2	1818	1628.02	10.6424	1.15561
AT5G08580.1	1736	1546.02	117.358	13.4193
AT2G28360.1	3032	2842.02	154	9.57916
AT4G25000.1	1606	1416.02	4	0.499372
AT5G27410.4	1734	1544.02	128.894	14.7575
AT5G27410.1	2156	1966.02	12.8464	1.15512
AT5G27410.3	2229	2039.02	55.26	4.79097
AT5G27410.2	3153	2963.02	0	0
AT5G65200.1	1982	1792.02	54	5.32702
AT5G23535.1	1015	825.021	160.54	34.3994
AT5G23535.2	830	640.021	3.46046	0.955813
AT1G05230.1	3520	3330.02	0	0
AT1G05230.5	3644	3454.02	0	0
AT1G05230.12	2134	1944.02	0	0
AT1G05230.6	3553	3363.02	0	0
AT1G05230.2	2983	2793.02	0	0
AT1G05230.11	2424	2234.02	0	0
AT1G05230.3	2678	2488.02	50.181	3.56549
AT1G05230.7	3526	3336.02	0	0
AT1G05230.10	2557	2367.02	8.1532	0.608919
AT1G05230.9	3140	2950.02	0	0
AT1G05230.4	2974	2784.02	18.6658	1.18525
AT1G05230.8	3231	3041.02	0	0
AT1G79830.1	3669	3479.02	25.1784	1.27939
AT1G79830.3	3588	3398.02	175.738	9.14269
AT1G79830.2	3278	3088.02	486.176	27.8322
AT1G79830.4	3547	3357.02	1.11802e-05	5.88746e-07
AT1G79830.5	3718	3528.02	4.90762	0.245909
AT5G09480.1	840	650.021	150	40.7941
AT5G56480.1	409	221.191	0	0
AT5G60820.1	1648	1458.02	48	5.81984
AT5G55820.7	5630	5440.02	0.483719	0.0157191
AT5G55820.5	5831	5641.02	0	0
AT5G55820.8	5630	5440.02	0	0
AT5G55820.10	5271	5081.02	0	0
AT5G55820.4	5292	5102.02	0	0
AT5G55820.9	5896	5706.02	19.9819	0.619068
AT5G55820.2	5622	5432.02	0	0
AT5G55820.11	5449	5259.02	0	0
AT5G55820.3	5610	5420.02	24.5343	0.800216
AT5G55820.6	5642	5452.02	0	0
AT5G55820.1	5481	5291.02	0	0
AT5G44950.1	1317	1127.02	0	0
AT4G31140.1	2171	1981.02	127	11.3331
AT4G35910.1	2164	1974.02	47	4.20901
AT3G56220.2	541	351.243	0	0
AT3G56220.1	905	715.021	15	3.70857
AT2G19970.1	926	736.021	24	5.76441
AT5G54520.1	1864	1674.02	76	8.02577
AT2G04032.1	1403	1213.02	1	0.145736
AT5G03455.1	704	514.021	350	120.371
AT5G03455.2	1006	816.021	0	0
AT1G48140.2	563	373.099	0	0
AT1G48140.1	743	553.021	77	24.614
AT4G15050.1	1191	1001.02	0	0
ATCG00420.1	477	287.64	208	127.834
AT5G30360.1	420	231.759	0	0
AT2G32600.1	1301	1111.02	258	41.0517
AT2G41010.1	1250	1060.02	35	5.83697
AT5G07170.2	1274	1084.02	0	0
AT5G07170.1	1612	1422.02	0	0
AT5G32670.1	700	510.021	0	0
AT1G60250.1	756	566.021	0	0
AT4G09012.1	1175	985.021	18	3.23043
AT3G26355.1	64	24	0	0
AT5G02710.1	1195	1005.02	184.799	32.5055
AT5G02710.2	1778	1588.02	22.2679	2.47888
AT5G02710.3	1348	1158.02	10.9335	1.66908
AT4G10110.1	836	646.021	139	38.0366
AT5G13900.1	754	564.021	5	1.56714
AT5G16380.1	1108	918.021	59	11.3614
AT5G40630.1	937	747.021	4	0.946588
AT1G55670.1	780	590.021	9783.97	2931.44
AT5G66940.1	897	707.021	5	1.25018
AT3G06520.1	1598	1408.02	0	0
AT3G06520.2	1668	1478.02	1	0.119606
AT3G52870.1	1811	1621.02	299	32.6074
AT3G02900.2	759	569.021	4.86721	1.51212
AT3G02900.1	852	662.021	192.133	51.3054
AT1G31520.1	399	211.454	0	0
