target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2316.98	0	0
AT1G18320.1	699	506.982	9.12493	1.33686
AT5G11100.1	1709	1516.98	47	2.30127
AT4G35335.1	1280	1087.98	210	14.3366
AT1G60930.1	3876	3683.98	45	0.907287
AT1G17000.1	2351	2158.98	0	0
AT3G55270.1	3130	2937.98	491	12.4132
AT4G16150.1	3181	2988.98	861	21.3958
AT3G18150.1	1370	1177.98	0	0
AT3G52310.1	2443	2250.98	16	0.527956
AT3G08943.1	3165	2972.98	296.972	7.41946
AT4G15950.1	814	621.982	102	12.1807
AT5G60900.1	2873	2680.98	1	0.0277048
AT5G18710.1	1919	1726.98	4	0.172037
AT1G64460.1	2240	2047.98	151	5.47647
AT2G31100.1	1247	1054.98	1	0.0704052
AT1G60260.1	1634	1441.98	170	8.75667
AT2G06210.1	3579	3386.98	415	9.10091
AT3G57180.1	2232	2039.98	163	5.93487
ATMG01320.1	922	729.982	22.9629	2.33649
AT4G15130.1	1234	1041.98	124	8.83916
AT5G39100.1	808	615.982	4	0.482327
AT4G16110.1	2666	2473.98	221	6.63507
AT5G26800.1	637	444.982	270	45.0683
AT4G16360.1	1685	1492.98	335	16.6663
ATMG00060.1	542	350.093	21	4.45539
AT1G76820.1	3857	3664.98	125.106	2.53546
AT3G05780.1	2775	2582.98	0	0
AT1G24405.1	718	525.982	12	1.69457
AT2G27490.4	843	650.982	98.7387	11.266
AT2G27490.1	1367	1174.98	21.2159	1.34116
AT2G27490.3	1201	1008.98	0	0
AT2G27490.2	1381	1188.98	49.0453	3.06388
AT3G13276.1	269	92.7539	2	1.60158
AT1G71740.1	393	203.563	13	4.74346
AT1G52920.1	1351	1158.98	4	0.25635
AT2G17370.1	2273	2080.98	134	4.78284
AT4G13615.1	813	620.982	757	90.5455
AT3G46680.1	1350	1157.98	2	0.128286
AT1G70830.3	996	803.982	0	0
AT1G70830.2	1329	1136.98	0	0
AT1G70830.5	787	594.982	0	0
AT1G70830.4	1393	1200.98	0	0
AT1G70830.1	1331	1138.98	424	27.6502
AT2G34090.3	1458	1265.98	0	0
AT2G34090.2	1616	1423.98	0	0
AT2G34090.1	1700	1507.98	198.245	9.76462
AT2G34090.4	1521	1328.98	0	0
AT2G34090.5	1425	1232.98	9.75529	0.587669
AT1G65541.1	340	153.829	0	0
AT2G01050.1	1548	1355.98	0	0
AT2G07751.1	357	169.489	11	4.82059
AT4G20565.1	789	596.982	0	0
AT1G61566.1	551	359.058	0	0
AT4G29530.2	1148	955.982	35.1818	2.7335
AT4G29530.1	1144	951.982	37.8182	2.95068
AT5G09225.1	780	587.982	341	43.0765
AT1G21100.1	1545	1352.98	214.831	11.7938
AT1G73150.1	2150	1957.98	35.2953	1.33893
AT1G73150.2	1956	1763.98	12.7047	0.534956
AT3G51750.3	654	461.982	0	0
AT3G51750.1	563	371.022	7	1.40136
