target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2320.67	0	0
AT1G18320.1	699	510.67	10.2154	2.11261
AT5G11100.1	1709	1520.67	44	3.05577
AT4G35335.1	1280	1091.67	115	11.1252
AT1G60930.1	3876	3687.67	34	0.973711
AT1G17000.1	2351	2162.67	0	0
AT3G55270.1	3130	2941.67	311	11.1653
AT4G16150.1	3181	2992.67	707	24.9496
AT3G18150.1	1370	1181.67	0	0
AT3G52310.1	2443	2254.67	73	3.41935
AT3G08943.1	3165	2976.67	152.045	5.39442
AT4G15950.1	814	625.67	80	13.5036
AT5G60900.1	2873	2684.67	1	0.039338
AT5G18710.1	1919	1730.67	3	0.183067
AT1G64460.1	2240	2051.67	112	5.76519
AT2G31100.1	1247	1058.67	0	0
AT1G60260.1	1634	1445.67	203	14.8296
AT2G06210.1	3579	3390.67	321	9.99822
AT3G57180.1	2232	2043.67	77	3.97908
ATMG01320.1	922	733.67	17.7425	2.55398
AT4G15130.1	1234	1045.67	81	8.18076
AT5G39100.1	808	619.67	0	0
AT4G16110.1	2666	2477.67	182	7.75767
AT5G26800.1	637	448.719	130	30.5965
AT4G16360.1	1685	1496.67	236	16.6529
ATMG00060.1	542	354.024	18	5.36962
AT1G76820.1	3857	3668.67	149.666	4.30843
AT3G05780.1	2775	2586.67	0	0
AT1G24405.1	718	529.67	6	1.19633
AT2G27490.4	843	654.67	73.341	11.8312
AT2G27490.1	1367	1178.67	11.9969	1.07493
AT2G27490.3	1201	1012.67	0	0
AT2G27490.2	1381	1192.67	39.6621	3.51203
AT3G13276.1	269	97.2888	4	4.34211
AT1G71740.1	393	208.054	5	2.53803
AT1G52920.1	1351	1162.67	8	0.726669
AT2G17370.1	2273	2084.67	93	4.71139
AT4G13615.1	813	624.67	532	89.9424
AT3G46680.1	1350	1161.67	1	0.0909118
AT1G70830.3	996	807.67	0	0
AT1G70830.2	1329	1140.67	4.72826	0.437768
AT1G70830.5	787	598.67	0	0
AT1G70830.4	1393	1204.67	9.52643	0.835152
AT1G70830.1	1331	1142.67	615.745	56.9093
AT2G34090.3	1458	1269.67	0	0
AT2G34090.2	1616	1427.67	0	0
AT2G34090.1	1700	1511.67	162	11.3178
AT2G34090.4	1521	1332.67	0	0
AT2G34090.5	1425	1236.67	0	0
AT1G65541.1	340	158.587	0	0
AT2G01050.1	1548	1359.67	0	0
AT2G07751.1	357	174.221	7	4.24326
AT4G20565.1	789	600.67	0	0
AT1G61566.1	551	362.952	0	0
AT4G29530.2	1148	959.67	0	0
AT4G29530.1	1144	955.67	47	5.1939
AT5G09225.1	780	591.67	308	54.9762
AT1G21100.1	1545	1356.67	50.3724	3.92123
AT1G73150.1	2150	1961.67	21.2235	1.1426
AT1G73150.2	1956	1767.67	19.7765	1.18155
AT3G51750.3	654	465.719	9.71958	2.20408
AT3G51750.1	563	374.842	147.555	41.5729
AT3G51750.2	560	371.842	3.72502	1.05797
AT1G07010.1	1622	1433.67	129.999	9.57621
AT1G07010.2	1556	1367.67	0.00113191	8.74044e-05
AT1G07010.3	1542	1353.67	0	0
AT1G32080.1	2009	1820.67	179	10.3831
AT1G16710.5	6346	6157.67	0	0
AT1G16710.7	5822	5633.67	73.3677	1.37536
AT1G16710.1	6018	5829.67	100.754	1.82525
AT1G16710.4	6502	6313.67	0	0
AT1G16710.8	6455	6266.67	0	0
AT1G16710.10	6023	5834.67	0	0
AT1G16710.6	6107	5918.67	0	0
AT1G16710.3	6619	6430.67	0	0
AT1G16710.9	6549	6360.67	19.878	0.330045
AT1G16710.2	5783	5594.67	0	0
AT1G07590.1	2407	2218.67	8187.96	389.75
AT5G49170.1	1172	983.67	17	1.82517
