target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2318.43	0	0
AT1G18320.1	699	508.433	7.91895	2.63664
AT5G11100.1	1709	1518.43	32	3.56757
AT4G35335.1	1280	1089.43	94	14.6065
AT1G60930.1	3876	3685.43	19	0.872737
AT1G17000.1	2351	2160.43	0	0
AT3G55270.1	3130	2939.43	227	13.0732
AT4G16150.1	3181	2990.43	407	23.0398
AT3G18150.1	1370	1179.43	0	0
AT3G52310.1	2443	2252.43	12	0.901878
AT3G08943.1	3165	2974.43	153.09	8.71286
AT4G15950.1	814	623.433	66	17.9214
AT5G60900.1	2873	2682.43	0	0
AT5G18710.1	1919	1728.43	0	0
AT1G64460.1	2240	2049.43	73	6.02986
AT2G31100.1	1247	1056.43	0	0
AT1G60260.1	1634	1443.43	77	9.03051
AT2G06210.1	3579	3388.43	199	9.94197
AT3G57180.1	2232	2041.43	87	7.21444
ATMG01320.1	922	731.433	8.57904	1.98556
AT4G15130.1	1234	1043.43	63.3946	10.285
AT5G39100.1	808	617.433	0	0
AT4G16110.1	2666	2475.43	98	6.70183
AT5G26800.1	637	446.433	170	64.463
AT4G16360.1	1685	1494.43	175	19.8235
ATMG00060.1	542	351.754	6	2.88756
AT1G76820.1	3857	3666.43	63.881	2.94949
AT3G05780.1	2775	2584.43	0	0
AT1G24405.1	718	527.433	4	1.28384
AT2G27490.4	843	652.433	33.9286	8.80336
AT2G27490.1	1367	1176.43	0	0
AT2G27490.3	1201	1010.43	4.84434	0.811607
AT2G27490.2	1381	1190.43	13.227	1.88094
AT3G13276.1	269	95.2161	1	1.7779
AT1G71740.1	393	205.711	17	13.9898
AT1G52920.1	1351	1160.43	3	0.437642
AT2G17370.1	2273	2082.43	44	3.57684
AT4G13615.1	813	622.433	428	116.404
AT3G46680.1	1350	1159.43	0	0
AT1G70830.3	996	805.433	0	0
AT1G70830.2	1329	1138.43	0	0
AT1G70830.5	787	596.433	0	0
AT1G70830.4	1393	1202.43	0	0
