target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2326.62	0	0
AT1G18320.1	699	516.62	6.53077	3.0905
AT5G11100.1	1709	1526.62	24	3.8434
AT4G35335.1	1280	1097.62	74	16.4822
AT1G60930.1	3876	3693.62	13	0.860451
AT1G17000.1	2351	2168.62	0	0
AT3G55270.1	3130	2947.62	135	11.1969
AT4G16150.1	3181	2998.62	352	28.6983
AT3G18150.1	1370	1187.62	0	0
AT3G52310.1	2443	2260.62	42	4.5421
AT3G08943.1	3165	2982.62	63.2887	5.18756
AT4G15950.1	814	631.62	43	16.6436
AT5G60900.1	2873	2690.62	2	0.181724
AT5G18710.1	1919	1736.62	0	0
AT1G64460.1	2240	2057.62	50	5.94073
AT2G31100.1	1247	1064.62	0	0
AT1G60260.1	1634	1451.62	116	19.5362
AT2G06210.1	3579	3396.62	158	11.3722
AT3G57180.1	2232	2049.62	46	5.48681
ATMG01320.1	922	739.62	5.74027	1.8974
AT4G15130.1	1234	1051.62	35	8.13663
AT5G39100.1	808	625.62	0	0
AT4G16110.1	2666	2483.62	103	10.1388
AT5G26800.1	637	454.62	69	37.1053
AT4G16360.1	1685	1502.62	131	21.3136
ATMG00060.1	542	359.893	8	5.43439
AT1G76820.1	3857	3674.62	61.4176	4.08616
AT3G05780.1	2775	2592.62	0	0
AT1G24405.1	718	535.62	4	1.82574
AT2G27490.4	843	660.62	38.9749	14.4234
AT2G27490.1	1367	1184.62	4.28194	0.883682
AT2G27490.3	1201	1018.62	0	0
AT2G27490.2	1381	1198.62	24.7431	5.04671
AT3G13276.1	269	101.479	5	12.0456
AT1G71740.1	393	213.075	4	4.58948
AT1G52920.1	1351	1168.62	2	0.4184
AT2G17370.1	2273	2090.62	32	3.74205
AT4G13615.1	813	630.62	269	104.285
AT3G46680.1	1350	1167.62	0	0
AT1G70830.3	996	813.62	0	0
AT1G70830.2	1329	1146.62	0	0
AT1G70830.5	787	604.62	0	0
AT1G70830.4	1393	1210.62	0	0
AT1G70830.1	1331	1148.62	327	69.5996
AT2G34090.3	1458	1275.62	0	0
AT2G34090.2	1616	1433.62	0	0
AT2G34090.1	1700	1517.62	88.4127	14.2425
AT2G34090.4	1521	1338.62	0	0
AT2G34090.5	1425	1242.62	2.58735	0.509039
AT1G65541.1	340	163.206	0	0
AT2G01050.1	1548	1365.62	0	0
AT2G07751.1	357	179.002	3	4.0973
AT4G20565.1	789	606.62	0	0
AT1G61566.1	551	368.821	0	0
AT4G29530.2	1148	965.62	0	0
AT4G29530.1	1144	961.62	18	4.57619
AT5G09225.1	780	597.62	141	57.6805
AT1G21100.1	1545	1362.62	26.3805	4.73308
AT1G73150.1	2150	1967.62	26	3.23048
AT1G73150.2	1956	1773.62	1.90768e-08	2.62954e-09
AT3G51750.3	654	471.62	0	0
AT3G51750.1	563	380.784	72.2686	46.3988
AT3G51750.2	560	377.784	3.73136	2.41468
AT1G07010.1	1622	1439.62	43	7.30223
AT1G07010.2	1556	1373.62	0	0
AT1G07010.3	1542	1359.62	0	0
AT1G32080.1	2009	1826.62	94	12.581
AT1G16710.5	6346	6163.62	0	0
AT1G16710.7	5822	5639.62	5.26669	0.228309
