target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2315.89	0	0
AT1G18320.1	699	505.887	7.26754	2.30634
AT5G11100.1	1709	1515.89	30	3.1772
AT4G35335.1	1280	1086.89	77	11.3736
AT1G60930.1	3876	3682.89	18	0.784647
AT1G17000.1	2351	2157.89	0	0
AT3G55270.1	3130	2936.89	224	12.2448
AT4G16150.1	3181	2987.89	568	30.5193
AT3G18150.1	1370	1176.89	0	0
AT3G52310.1	2443	2249.89	75	5.35169
AT3G08943.1	3165	2971.89	138.749	7.49526
AT4G15950.1	814	620.887	67	17.3242
AT5G60900.1	2873	2679.89	2	0.119813
AT5G18710.1	1919	1725.89	1	0.0930203
AT1G64460.1	2240	2046.89	106	8.31385
AT2G31100.1	1247	1053.89	2	0.304667
AT1G60260.1	1634	1440.89	109	12.1447
AT2G06210.1	3579	3385.89	203	9.62529
AT3G57180.1	2232	2038.89	87	6.8504
ATMG01320.1	922	728.887	5.49264	1.20979
AT4G15130.1	1234	1040.89	68	10.4881
AT5G39100.1	808	614.887	0	0
AT4G16110.1	2666	2472.89	169	10.9717
AT5G26800.1	637	443.932	132	47.7362
AT4G16360.1	1685	1491.89	197	21.1992
ATMG00060.1	542	349.086	3	1.37968
AT1G76820.1	3857	3663.89	93.2931	4.08787
AT3G05780.1	2775	2581.89	0	0
AT1G24405.1	718	524.887	4	1.22344
AT2G27490.4	843	649.887	70.7486	17.4771
AT2G27490.1	1367	1173.89	3.83686	0.524735
AT2G27490.3	1201	1007.89	0	0
AT2G27490.2	1381	1187.89	33.4146	4.51597
AT3G13276.1	269	91.5916	3	5.25843
AT1G71740.1	393	202.303	5	3.96787
AT1G52920.1	1351	1157.89	7	0.970559
AT2G17370.1	2273	2079.89	52	4.01378
AT4G13615.1	813	619.887	480	124.314
AT3G46680.1	1350	1156.89	0	0
AT1G70830.3	996	802.887	0	0
AT1G70830.2	1329	1135.89	4.65013	0.657234
AT1G70830.5	787	593.887	0	0
AT1G70830.4	1393	1199.89	0	0
AT1G70830.1	1331	1137.89	665.35	93.8731
AT2G34090.3	1458	1264.89	11.6651	1.48056
AT2G34090.2	1616	1422.89	0	0
AT2G34090.1	1700	1506.89	100.196	10.6748
AT2G34090.4	1521	1327.89	7.12906	0.861908
AT2G34090.5	1425	1231.89	8.00971	1.04385
AT1G65541.1	340	152.704	0	0
AT2G01050.1	1548	1354.89	0	0
AT2G07751.1	357	168.524	5	4.7632
AT4G20565.1	789	595.887	0	0
AT1G61566.1	551	358.051	0	0
AT4G29530.2	1148	954.887	0	0
AT4G29530.1	1144	950.887	34	5.74037
AT5G09225.1	780	586.887	263	71.9435
AT1G21100.1	1545	1351.89	51.6995	6.13954
AT1G73150.1	2150	1956.89	26.5454	2.17778
AT1G73150.2	1956	1762.89	4.45458	0.405669
AT3G51750.3	654	460.887	9.52318	3.31725
AT3G51750.1	563	370.014	59.1204	25.6513
AT3G51750.2	560	367.051	3.35643	1.46805
AT1G07010.1	1622	1428.89	64.9494	7.29739
AT1G07010.2	1556	1362.89	35.0506	4.12882
AT1G07010.3	1542	1348.89	0	0
AT1G32080.1	2009	1815.89	147	12.9963
AT1G16710.5	6346	6152.89	0	0
AT1G16710.7	5822	5628.89	103.562	2.95372
AT1G16710.1	6018	5824.89	59.4376	1.63819
AT1G16710.4	6502	6308.89	0	0
AT1G16710.8	6455	6261.89	0	0
AT1G16710.10	6023	5829.89	0	0
AT1G16710.6	6107	5913.89	7.34266e-06	1.99329e-07
AT1G16710.3	6619	6425.89	0	0
AT1G16710.9	6549	6355.89	0	0
AT1G16710.2	5783	5589.89	0	0
AT1G07590.1	2407	2213.89	5499.16	398.778
AT5G49170.1	1172	978.887	34	5.57618
AT2G40240.1	1614	1420.89	9	1.01689
AT4G30380.2	537	344.121	0	0
AT4G30380.1	486	293.429	0	0
AT2G20619.1	201	43.061	0	0
AT3G05830.2	1420	1226.89	5.21855	0.682866
AT3G05830.1	1358	1164.89	62.7814	8.65242
AT3G05830.3	1524	1330.89	0	0
AT5G11430.6	3634	3440.89	0	0
AT5G11430.2	2601	2407.89	26.6378	1.77604
AT5G11430.4	2791	2597.89	0.016739	0.00103442
AT5G11430.3	3322	3128.89	24.7224	1.2685
AT5G11430.5	2373	2179.89	6.9415	0.511222
AT5G11430.1	3147	2953.89	71.6815	3.89586
AT1G20530.1	2269	2075.89	14	1.08272
AT4G23170.1	1824	1630.89	50	4.92194
AT1G44780.2	1644	1450.89	0	0
AT1G44780.1	1647	1453.89	37	4.08565
AT1G60880.1	606	412.974	0	0
AT1G06160.1	1086	892.887	6	1.07881
AT3G07260.1	1204	1010.89	4.40878	0.700174
AT1G21090.1	1404	1210.89	90.706	12.026
AT1G21090.2	1416	1222.89	10.294	1.35141
AT1G76730.1	1500	1306.89	379	46.5577
AT1G03970.1	1190	996.887	186	29.9542
AT5G19160.1	2182	1988.89	4.73323	0.382065
AT5G19160.2	2242	2048.89	4.26677	0.334327
AT3G49744.1	174	28.1926	0	0
AT5G28820.1	519	326.155	0	0
AT4G12530.1	730	536.887	0	0
AT4G20050.1	1924	1730.89	0	0
AT4G20050.5	1742	1548.89	0	0
AT4G20050.3	1800	1606.89	0	0
AT4G20050.2	1873	1679.89	0	0
AT4G20050.6	1732	1538.89	2.76228e-07	2.88172e-08
AT4G20050.7	1707	1513.89	8	0.848372
AT4G20050.4	1981	1787.89	0	0
AT5G53810.1	1574	1380.89	6	0.697563
AT2G28690.1	1117	923.887	5	0.868843
AT5G01530.1	1396	1202.89	26341	3515.58
AT3G62800.3	1283	1089.89	9.64638	1.42093
AT3G62800.1	1368	1174.89	18.3544	2.50803
AT3G62800.2	1297	1103.89	106.999	15.5613
ATCG00900.1	468	275.543	427	248.787
AT3G11385.1	2459	2265.89	0	0
AT5G07010.1	1779	1585.89	525	53.1468
AT3G63040.1	654	460.887	0	0
AT2G26570.2	2921	2727.89	299.029	17.5985
AT2G26570.1	2941	2747.89	137.971	8.06083
AT3G05560.2	756	562.887	0	0
AT3G05560.3	841	647.887	10.9549	2.71455
AT3G05560.1	840	646.887	546.045	135.516
AT5G12080.3	2694	2500.89	51	3.27391
AT5G12080.2	2805	2611.89	0	0
AT5G12080.1	2754	2560.89	0	0
AT1G50870.1	1191	997.887	0	0
AT2G20610.2	1748	1554.89	26.4983	2.73596
AT2G20610.1	1794	1600.89	360.502	36.1524
AT5G02940.2	2792	2598.89	70.0874	4.32955
AT5G02940.1	2920	2726.89	483.913	28.4898
AT1G68430.1	945	751.887	8	1.70816
AT1G66550.2	856	662.887	0	0
AT1G66550.1	765	571.887	0	0
AT1G09380.1	1641	1447.89	9	0.997925
AT3G48840.1	757	563.887	0	0
AT3G48840.2	667	473.887	0	0
AT5G61800.1	1629	1435.89	9	1.00626
AT5G01445.1	589	396.014	9	3.64856
AT4G35500.1	1975	1781.89	15.8625	1.42916
AT4G35500.2	1638	1444.89	34.1375	3.79304
AT1G80310.1	1937	1743.89	374	34.4305
AT2G39400.2	1307	1113.89	23.2024	3.34412
AT2G39400.1	1394	1200.89	223.798	29.9187
AT4G04990.1	1217	1023.89	7	1.09758
AT3G60530.1	1465	1271.89	869	109.689
AT2G46180.1	2540	2346.89	161	11.0135
AT2G22270.1	1398	1204.89	21.5158	2.86683
AT2G22270.2	1174	980.887	60.4842	9.89949
AT2G43660.1	471	278.543	0	0
AT2G43660.2	597	403.974	1	0.397408
AT1G03910.2	2466	2272.89	7.50226	0.529912
AT1G03910.1	2565	2371.89	259.498	17.5643
AT1G77590.1	2692	2498.89	270	17.3463
AT1G77590.2	2669	2475.89	0	0
AT1G79020.1	2134	1940.89	104	8.60247
AT5G24420.1	1321	1127.89	47	6.68994
AT5G39490.1	1701	1507.89	0	0
AT3G26922.2	1894	1700.89	0	0
AT3G26922.1	1793	1599.89	0	0
AT3G26922.4	1661	1467.89	2.32099e-05	2.53846e-06
AT3G26922.5	1642	1448.89	20	2.21608
AT3G26922.3	1711	1517.89	0	0
AT3G50450.1	926	732.887	4	0.87622
AT3G17160.1	882	688.887	312	72.7104
AT1G34315.1	819	625.887	15	3.84756
AT5G08580.2	1818	1624.89	4.44943	0.439613
AT5G08580.1	1736	1542.89	152.551	15.8734
AT2G28360.1	3032	2838.89	154	8.70889
AT4G25000.1	1606	1412.89	187	21.2483
AT5G27410.4	1734	1540.89	180.996	18.8577
AT5G27410.1	2156	1962.89	45.2599	3.70176
AT5G27410.3	2229	2035.89	16.7437	1.32035
AT5G27410.2	3153	2959.89	0	0
AT5G65200.1	1982	1788.89	42	3.76926
AT5G23535.1	1015	821.887	112.997	22.0722
AT5G23535.2	830	636.887	0.00271578	0.000684577
AT1G05230.1	3520	3326.89	0	0
AT1G05230.5	3644	3450.89	0	0
AT1G05230.12	2134	1940.89	0	0
AT1G05230.6	3553	3359.89	0	0
AT1G05230.2	2983	2789.89	62.8705	3.61785
AT1G05230.11	2424	2230.89	8.19882e-06	5.90016e-07
AT1G05230.3	2678	2484.89	28.9878	1.87283
AT1G05230.7	3526	3332.89	0	0
AT1G05230.10	2557	2363.89	0	0
AT1G05230.9	3140	2946.89	0	0
AT1G05230.4	2974	2780.89	0	0
AT1G05230.8	3231	3037.89	3.14175	0.166031
