target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2320.05	0	0
AT1G18320.1	699	510.048	8.72595	4.10714
AT5G11100.1	1709	1520.05	31	4.89601
AT4G35335.1	1280	1091.05	78	17.1628
AT1G60930.1	3876	3687.05	14	0.911565
AT1G17000.1	2351	2162.05	0	0
AT3G55270.1	3130	2941.05	187	15.2643
AT4G16150.1	3181	2992.05	335	26.8791
AT3G18150.1	1370	1181.05	0	0
AT3G52310.1	2443	2254.05	27	2.87567
AT3G08943.1	3165	2976.05	86.5461	6.98146
AT4G15950.1	814	625.048	45	17.2837
AT5G60900.1	2873	2684.05	2	0.178887
AT5G18710.1	1919	1730.05	2	0.27753
AT1G64460.1	2240	2051.05	79	9.24676
AT2G31100.1	1247	1058.05	1	0.226899
AT1G60260.1	1634	1445.05	116	19.2714
AT2G06210.1	3579	3390.05	177	12.5345
AT3G57180.1	2232	2043.05	47	5.52278
ATMG01320.1	922	733.048	6.25113	2.04722
AT4G15130.1	1234	1045.05	52	11.9455
AT5G39100.1	808	619.048	1	0.387806
AT4G16110.1	2666	2477.05	97	9.40103
AT5G26800.1	637	448.048	70	37.507
AT4G16360.1	1685	1496.05	122	19.5773
ATMG00060.1	542	353.203	6	4.07817
AT1G76820.1	3857	3668.05	72.4779	4.74361
AT3G05780.1	2775	2586.05	0	0
AT1G24405.1	718	529.048	8	3.63022
AT2G27490.4	843	654.048	29.2769	10.7462
AT2G27490.1	1367	1178.05	3.88704	0.792126
AT2G27490.3	1201	1012.05	0	0
AT2G27490.2	1381	1192.05	33.8361	6.81435
AT3G13276.1	269	95.3228	0	0
AT1G71740.1	393	206.751	3	3.48348
AT1G52920.1	1351	1162.05	3	0.619777
AT2G17370.1	2273	2084.05	40	4.60777
AT4G13615.1	813	624.048	261	100.406
AT3G46680.1	1350	1161.05	0	0
AT1G70830.3	996	807.048	0	0
AT1G70830.2	1329	1140.05	0	0
AT1G70830.5	787	598.048	0	0
AT1G70830.4	1393	1204.05	0	0
AT1G70830.1	1331	1142.05	396	83.2433
AT2G34090.3	1458	1269.05	1.8347e-06	3.47077e-07
AT2G34090.2	1616	1427.05	0	0
AT2G34090.1	1700	1511.05	76	12.0746
AT2G34090.4	1521	1332.05	0	0
AT2G34090.5	1425	1236.05	0	0
AT1G65541.1	340	156.96	0	0
AT2G01050.1	1548	1359.05	0	0
AT2G07751.1	357	172.626	5	6.95346
AT4G20565.1	789	600.048	0	0
AT1G61566.1	551	362.203	0	0
AT4G29530.2	1148	959.048	0.209489	0.0524396
AT4G29530.1	1144	955.048	22.7905	5.72885
AT5G09225.1	780	591.048	144	58.4895
AT1G21100.1	1545	1356.05	27.1634	4.80891
AT1G73150.1	2150	1961.05	22	2.69323
AT1G73150.2	1956	1767.05	0	0
AT3G51750.3	654	465.048	0	0
AT3G51750.1	563	374.167	52	33.3639
AT3G51750.2	560	371.167	0	0
AT1G07010.1	1622	1433.05	35.8263	6.00177
AT1G07010.2	1556	1367.05	0.000261924	4.5997e-05
AT1G07010.3	1542	1353.05	27.1734	4.82136
AT1G32080.1	2009	1820.05	105	13.8498
AT1G16710.5	6346	6157.05	0	0
AT1G16710.7	5822	5633.05	16.0822	0.685394
AT1G16710.1	6018	5829.05	33.0605	1.3616
AT1G16710.4	6502	6313.05	0	0
AT1G16710.8	6455	6266.05	0	0
AT1G16710.10	6023	5834.05	0	0
AT1G16710.6	6107	5918.05	43.9078	1.78116
AT1G16710.3	6619	6430.05	0	0
AT1G16710.9	6549	6360.05	5.94948	0.224573
AT1G16710.2	5783	5594.05	0	0
AT1G07590.1	2407	2218.05	5044	545.936
AT5G49170.1	1172	983.048	15	3.66315
AT2G40240.1	1614	1425.05	6	1.01079
AT4G30380.2	537	348.308	0	0
AT4G30380.1	486	297.598	0	0
AT2G20619.1	201	46.9849	0	0
AT3G05830.2	1420	1231.05	2.87533	0.560725
AT3G05830.1	1358	1169.05	57.2005	11.7464
AT3G05830.3	1524	1335.05	4.92422	0.885481
AT5G11430.6	3634	3445.05	12.8078	0.892516
AT5G11430.2	2601	2412.05	8.44743	0.84077
AT5G11430.4	2791	2602.05	0	0
AT5G11430.3	3322	3133.05	17.9031	1.37183
AT5G11430.5	2373	2184.05	6.69906	0.736359
AT5G11430.1	3147	2958.05	55.1426	4.47528
AT1G20530.1	2269	2080.05	5	0.577079
AT4G23170.1	1824	1635.05	32	4.69848
AT1G44780.2	1644	1455.05	0	0
AT1G44780.1	1647	1458.05	28	4.61025
AT1G60880.1	606	417.09	0	0
AT1G06160.1	1086	897.048	7	1.87336
AT3G07260.1	1204	1015.05	1.07915	0.255231
AT1G21090.1	1404	1215.05	52	10.2742
AT1G21090.2	1416	1227.05	0	0
AT1G76730.1	1500	1311.05	246	45.0459
AT1G03970.1	1190	1001.05	142	34.0543
AT5G19160.1	2182	1993.05	4	0.481815
AT5G19160.2	2242	2053.05	0	0
AT3G49744.1	174	31.5565	0	0
AT5G28820.1	519	330.409	0	0
AT4G12530.1	730	541.048	0	0
AT4G20050.1	1924	1735.05	0	0
AT4G20050.5	1742	1553.05	0	0
AT4G20050.3	1800	1611.05	8	1.19212
AT4G20050.2	1873	1684.05	0	0
AT4G20050.6	1732	1543.05	0	0
AT4G20050.7	1707	1518.05	0	0
AT4G20050.4	1981	1792.05	0	0
AT5G53810.1	1574	1385.05	6	1.03998
AT2G28690.1	1117	928.048	1	0.258683
AT5G01530.1	1396	1207.05	12339	2454.11
AT3G62800.3	1283	1094.05	12.6066	2.7663
AT3G62800.1	1368	1179.05	69.4452	14.14
AT3G62800.2	1297	1108.05	14.9482	3.23868
ATCG00900.1	468	279.713	456	391.373
AT3G11385.1	2459	2270.05	1	0.105756
AT5G07010.1	1779	1590.05	389	58.7324
AT3G63040.1	654	465.048	0	0
AT2G26570.2	2921	2732.05	336.906	29.6046
AT2G26570.1	2941	2752.05	0.094053	0.00820455
AT3G05560.2	756	567.048	0	0
AT3G05560.3	841	652.048	9.55149	3.51666
AT3G05560.1	840	651.048	331.449	122.22
AT5G12080.3	2694	2505.05	30	2.87504
AT5G12080.2	2805	2616.05	0	0
AT5G12080.1	2754	2565.05	0	0
AT1G50870.1	1191	1002.05	0	0
AT2G20610.2	1748	1559.05	32.094	4.942
AT2G20610.1	1794	1605.05	238.906	35.7337
AT5G02940.2	2792	2603.05	40.7054	3.75412
AT5G02940.1	2920	2731.05	384.295	33.7811
AT1G68430.1	945	756.048	13	4.12793
AT1G66550.2	856	667.048	0	0
AT1G66550.1	765	576.048	0	0
AT1G09380.1	1641	1452.05	3	0.495996
AT3G48840.1	757	568.048	0	0
AT3G48840.2	667	478.048	1	0.502189
AT5G61800.1	1629	1440.05	2	0.33342
AT5G01445.1	589	400.09	8	4.80033
AT4G35500.1	1975	1786.05	5.29985	0.712375
AT4G35500.2	1638	1449.05	27.7002	4.58921
AT1G80310.1	1937	1748.05	247	33.922
AT2G39400.2	1307	1118.05	49.8239	10.6983
AT2G39400.1	1394	1205.05	143.176	28.5236
AT4G04990.1	1217	1028.05	3	0.700561
AT3G60530.1	1465	1276.05	583	109.683
AT2G46180.1	2540	2351.05	98	10.007
AT2G22270.1	1398	1209.05	5.39753	1.07174
AT2G22270.2	1174	985.048	47.6025	11.6014
AT2G43660.1	471	282.685	0	0
AT2G43660.2	597	408.09	3	1.76483
AT1G03910.2	2466	2277.05	0.10695	0.0112758
AT1G03910.1	2565	2376.05	216.893	21.9144
AT1G77590.1	2692	2503.05	185.979	17.8375
AT1G77590.2	2669	2480.05	0.0210242	0.00203515
