target_id	length	eff_length	est_counts	tpm
AT1G19090.1	2509	2311.99	0	0
AT1G18320.1	699	501.988	7.77274	1.77951
AT5G11100.1	1709	1511.99	39	2.9644
AT4G35335.1	1280	1082.99	131	13.9017
AT1G60930.1	3876	3678.99	23	0.718488
AT1G17000.1	2351	2153.99	0	0
AT3G55270.1	3130	2932.99	282	11.0499
AT4G16150.1	3181	2983.99	757	29.1554
AT3G18150.1	1370	1172.99	0	0
AT3G52310.1	2443	2245.99	128	6.54971
AT3G08943.1	3165	2967.99	172.679	6.68649
AT4G15950.1	814	616.987	58	10.8037
AT5G60900.1	2873	2675.99	2	0.0858946
AT5G18710.1	1919	1721.99	1	0.0667405
AT1G64460.1	2240	2042.99	128	7.20052
AT2G31100.1	1247	1049.99	0	0
AT1G60260.1	1634	1436.99	181	14.4759
AT2G06210.1	3579	3381.99	262	8.90326
AT3G57180.1	2232	2034.99	84	4.74392
ATMG01320.1	922	724.987	8.86913	1.40595
AT4G15130.1	1234	1036.99	102	11.3044
AT5G39100.1	808	610.987	0	0
AT4G16110.1	2666	2468.99	195	9.07686
AT5G26800.1	637	439.988	204	53.2856
AT4G16360.1	1685	1487.99	249	19.2318
ATMG00060.1	542	345.365	8	2.66215
AT1G76820.1	3857	3659.99	109.931	3.45191
AT3G05780.1	2775	2577.99	0	0
AT1G24405.1	718	520.987	7	1.54415
AT2G27490.4	843	645.987	86.8404	15.4496
AT2G27490.1	1367	1169.99	11.2272	1.10283
AT2G27490.3	1201	1003.99	4.22992	0.484199
AT2G27490.2	1381	1183.99	44.7025	4.33915
AT3G13276.1	269	89.2511	5	6.43837
AT1G71740.1	393	199.273	3	1.73018
AT1G52920.1	1351	1153.99	2	0.199181
AT2G17370.1	2273	2075.99	76	4.20735
AT4G13615.1	813	615.987	613	114.369
AT3G46680.1	1350	1152.99	1	0.099677
AT1G70830.3	996	798.987	0	0
AT1G70830.2	1329	1131.99	0	0
AT1G70830.5	787	589.987	0	0
AT1G70830.4	1393	1195.99	0	0
AT1G70830.1	1331	1133.99	450	45.6062
AT2G34090.3	1458	1260.99	0	0
AT2G34090.2	1616	1418.99	0	0
AT2G34090.1	1700	1502.99	156.612	11.9754
AT2G34090.4	1521	1323.99	7.38781	0.641286
AT2G34090.5	1425	1227.99	0	0
AT1G65541.1	340	149.8	0	0
AT2G01050.1	1548	1350.99	0	0
AT2G07751.1	357	165.381	5	3.4746
AT4G20565.1	789	591.987	0	0
AT1G61566.1	551	354.365	0	0
AT4G29530.2	1148	950.987	0.440324	0.0532129
AT4G29530.1	1144	946.987	43.5597	5.2864
AT5G09225.1	780	582.987	367	72.348
AT1G21100.1	1545	1347.99	68.7122	5.85825
AT1G73150.1	2150	1952.99	7.74565	0.455804
AT1G73150.2	1956	1758.99	30.2544	1.97672
AT3G51750.3	654	456.988	5.03875	1.26718
AT3G51750.1	563	366.293	85.3378	26.7752
AT3G51750.2	560	363.293	9.62343	3.04434
AT1G07010.1	1622	1424.99	107.927	8.70442
AT1G07010.2	1556	1358.99	13.0728	1.10553
AT1G07010.3	1542	1344.99	0	0
AT1G32080.1	2009	1811.99	230	14.5879
AT1G16710.5	6346	6148.99	0	0
AT1G16710.7	5822	5624.99	74.0672	1.5133
AT1G16710.1	6018	5820.99	121.754	2.40384
AT1G16710.4	6502	6304.99	0	0
AT1G16710.8	6455	6257.99	0	0
AT1G16710.10	6023	5825.99	0	0
AT1G16710.6	6107	5909.99	7.98906e-06	1.55356e-07
AT1G16710.3	6619	6421.99	0	0
AT1G16710.9	6549	6351.99	29.1791	0.527937
AT1G16710.2	5783	5585.99	0	0
AT1G07590.1	2407	2209.99	7833.55	407.37
AT5G49170.1	1172	974.987	29	3.41837
AT2G40240.1	1614	1416.99	5	0.405531
AT4G30380.2	537	340.365	0	0
AT4G30380.1	486	289.704	0	0
AT2G20619.1	201	42.4475	0	0
AT3G05830.2	1420	1222.99	2.89282	0.271844
AT3G05830.1	1358	1160.99	90.1072	8.91973
AT3G05830.3	1524	1326.99	0	0
AT5G11430.6	3634	3436.99	0	0
AT5G11430.2	2601	2403.99	29.4093	1.40596
AT5G11430.4	2791	2593.99	0.00677463	0.000300149
AT5G11430.3	3322	3124.99	14.5116	0.533689
AT5G11430.5	2373	2175.99	24.0944	1.27256
AT5G11430.1	3147	2949.99	77.9778	3.03788
AT1G20530.1	2269	2071.99	7	0.388267
AT4G23170.1	1824	1626.99	82	5.79228
AT1G44780.2	1644	1446.99	20.6963	1.6438
AT1G44780.1	1647	1449.99	20.3037	1.60927
AT1G60880.1	606	409.029	0	0
AT1G06160.1	1086	888.987	14	1.80989
AT3G07260.1	1204	1006.99	1.09036	0.124441
AT1G21090.1	1404	1206.99	60.8574	5.79469
AT1G21090.2	1416	1218.99	7.1426	0.673406
AT1G76730.1	1500	1302.99	540	47.6292
AT1G03970.1	1190	992.987	270	31.2493
AT5G19160.1	2182	1984.99	14	0.810569
AT5G19160.2	2242	2044.99	0	0
AT3G49744.1	174	27.6746	0	0
AT5G28820.1	519	322.43	0	0
AT4G12530.1	730	532.987	0	0
AT4G20050.1	1924	1726.99	0	0
AT4G20050.5	1742	1544.99	0	0
AT4G20050.3	1800	1602.99	0	0
AT4G20050.2	1873	1675.99	0	0
AT4G20050.6	1732	1534.99	2.86499e-07	2.14506e-08
AT4G20050.7	1707	1509.99	17	1.29388
AT4G20050.4	1981	1783.99	0	0
AT5G53810.1	1574	1376.99	12	1.00155
AT2G28690.1	1117	919.987	3	0.374765
AT5G01530.1	1396	1198.99	41849	4011.35
AT3G62800.3	1283	1085.99	13.6264	1.44203
AT3G62800.1	1368	1170.99	43.5579	4.27498
AT3G62800.2	1297	1099.99	111.816	11.6825
ATCG00900.1	468	271.985	659	278.458
AT3G11385.1	2459	2261.99	0	0
AT5G07010.1	1779	1581.99	574	41.6993
AT3G63040.1	654	456.988	0	0
AT2G26570.2	2921	2723.99	390.291	16.4666
AT2G26570.1	2941	2743.99	137.709	5.76767
AT3G05560.2	756	558.987	0	0
AT3G05560.3	841	643.987	11.5161	2.05516
AT3G05560.1	840	642.987	510.484	91.2429
AT5G12080.3	2694	2496.99	53	2.43938
AT5G12080.2	2805	2607.99	0	0
AT5G12080.1	2754	2556.99	0	0
AT1G50870.1	1191	993.987	0	0
AT2G20610.2	1748	1550.99	58.4647	4.33217
AT2G20610.1	1794	1596.99	364.535	26.2336
AT5G02940.2	2792	2594.99	33.4069	1.47952
AT5G02940.1	2920	2722.99	725.593	30.6244
AT1G68430.1	945	747.987	11	1.69012
AT1G66550.2	856	658.987	0	0
AT1G66550.1	765	567.987	0	0
AT1G09380.1	1641	1443.99	9	0.716306
AT3G48840.1	757	559.987	0	0
AT3G48840.2	667	469.988	0	0
AT5G61800.1	1629	1431.99	10	0.802565
AT5G01445.1	589	392.029	14	4.10421
AT4G35500.1	1975	1777.99	10.5519	0.682056
AT4G35500.2	1638	1440.99	69.4481	5.53886
AT1G80310.1	1937	1739.99	661	43.6591
AT2G39400.2	1307	1109.99	21.9296	2.27056
AT2G39400.1	1394	1196.99	466.07	44.7488
AT4G04990.1	1217	1019.99	25	2.81686
AT3G60530.1	1465	1267.99	1100	99.7005
AT2G46180.1	2540	2342.99	209	10.2517
AT2G22270.1	1398	1200.99	32.1693	3.07839
AT2G22270.2	1174	976.987	70.8307	8.33206
AT2G43660.1	471	274.903	0	0
AT2G43660.2	597	400.029	0	0
AT1G03910.2	2466	2268.99	0	0
AT1G03910.1	2565	2367.99	323	15.6763
AT1G77590.1	2692	2494.99	352	16.2141
AT1G77590.2	2669	2471.99	7.81759e-08	3.63451e-09
AT1G79020.1	2134	1936.99	144	8.54388
AT5G24420.1	1321	1123.99	39	3.9877
AT5G39490.1	1701	1503.99	1	0.0764144
AT3G26922.2	1894	1696.99	0	0
AT3G26922.1	1793	1595.99	0	0
AT3G26922.4	1661	1463.99	0	0
AT3G26922.5	1642	1444.99	21	1.67022
AT3G26922.3	1711	1513.99	0	0
AT3G50450.1	926	728.987	3	0.472956
AT3G17160.1	882	684.987	314	52.6825
AT1G34315.1	819	621.987	17	3.14114
AT5G08580.2	1818	1620.99	23.1643	1.64233
AT5G08580.1	1736	1538.99	183.836	13.7282
AT2G28360.1	3032	2834.99	215	8.7158
AT4G25000.1	1606	1408.99	122	9.95113
AT5G27410.4	1734	1536.99	252.275	18.8636
AT5G27410.1	2156	1958.99	31.5499	1.85092
AT5G27410.3	2229	2031.99	38.1749	2.15912
AT5G27410.2	3153	2955.99	0	0
AT5G65200.1	1982	1784.99	61	3.92748
AT5G23535.1	1015	817.987	61.9018	8.69713
AT5G23535.2	830	632.987	35.0982	6.3725
AT1G05230.1	3520	3322.99	0	0
AT1G05230.5	3644	3446.99	0	0
AT1G05230.12	2134	1936.99	4.11956	0.244424
